prompt,prompt_len,target
How often is the spelling bee held?,9,1
How often does the bear rest?,8,1
What happened after the grants were issued to the temples?,12,0
When did she graduate college?,7,0
How long did he paw at her?,9,0
What time was the room usually occupied?,9,0
How long did it take Cathy Wallace to grow up?,12,0
How long did the meeting last?,8,0
How often do Hamilton's friends use their membership?,12,1
What time did Malaquez receive the parcel?,10,0
How often are sediments raised?,7,1
How long does it take for her to meet with the stranger?,14,0
What day did they meet?,7,0
At what time do the wafers get placed on tracks?,12,0
How many poems has Pushkin published in total?,10,1
When did Brewer talk?,6,0
What happened after he slept?,7,0
How often does he look at Violet?,9,1
When do they play games?,7,0
How often do Oklahomans need lawyers?,10,1
What happened before he had big paws?,9,0
How many cases a month does his father work on?,12,1
How long is the air in your lungs?,10,0
How long has Frank's father been an alcoholic?,12,0
At what time did Einstein return home?,9,0
How many times a week did Wallace go to school?,12,1
How often are elections held?,7,1
How often does he make this argument?,9,1
When did Brewer talk?,6,0
How often are judges elected,6,1
How long did it take the Assakenians to get to the fortress?,16,0
How often does Emiliano Malaquez make sculptures?,11,1
How long did he act in the TV show?,11,0
How often does Frank's father drink?,10,1
What did he do after the rejection?,9,0
How often do people conceal who they truly are?,11,1
How long was Brewer talking?,7,0
How often are Banksy exhibitions held?,9,1
How long did they know the plane had been hijacked?,13,0
How often are planes hijacked?,8,1
What did Joe and his father do after riding in the field?,14,0
What happens after the nectar is produced?,9,0
How often are they able to eat?,9,1
How long did it take to do the laundry?,11,0
How many times a week does the average scientist read his theory?,14,1
How often are Banksy exhibitions held?,9,1
What happened after they robbed the train?,9,0
How long does it take for them to answer?,11,0
How often do Max and Joey run?,9,1
What did they do after picking small puppies?,10,0
How often are funds garnered from Congress?,9,1
What happened after the Algarve installed the bishop?,10,0
How often was an award named after the chief justice?,12,1
How often did he try to drum up interest?,11,1
How often does Mama put the jacket in the stopbox?,13,1
How long did it take him to grow his big paws?,13,0
How often do people need to take breaths?,10,1
When did she graduate college?,7,0
How often are funds garnered from Congress?,9,1
How long did they know the plane had been hijacked?,13,0
How often does the animal collect from a single flower,11,1
How often does he light fires?,8,1
What did Pushkin do after his graduation?,9,0
How often did Goode speak with Gorbachev?,9,1
How long has there been a rift between neighbors?,11,0
What happened before Islam was the majority religion?,10,0
How often was the room utilized?,8,1
How often did he try to drum up interest?,11,1
How often do people conceal who they truly are?,11,1
What day did the WHO discover this fact?,10,0
What will happen next?,6,0
What did Joe and his father do after riding in the field?,14,0
How often was the aid utilized?,8,1
How often did Goode speak with Gorbachev?,9,1
How often did Muhammad Iqbal make a proposal?,10,1
What did the Assakenians do next?,10,0
How many poems has Pushkin published in total?,10,1
What happened after the Soviet national shipping company found out they'd been excluded?,17,0
What did Pushkin do after his graduation?,9,0
How often did Algarve dispatch new bishops?,9,1
How often are the poor turned away for services?,11,1
When did Tumble eat the oatmeal?,8,0
How often are they able to eat?,9,1
How often does the committee meet?,8,1
How many times in a human's life the dermis regenerate itself?,16,1
How often does she order vegetables and flowers?,10,1
How often did he try to drum up interest?,11,1
What day of the week do migrant worker receive help?,12,0
How often did the board members meet?,9,1
How often are funds garnered from Congress?,9,1
How often is a greenmunk seen in a sheen of solid air?,15,1
How often do they break up?,8,1
How often does she order vegetables and flowers?,10,1
What time of day would Pushkin most likely speak?,11,0
How long was the greenmunk visible?,9,0
How often do the tenants have issues with other people?,12,1
When did they begin doing it?,8,0
How often does the emperor publicly speak?,9,1
When did the poor begin to lose services?,10,0
How often does she plant new seeds?,9,1
When did the poor begin to lose services?,10,0
How often are they able to eat?,9,1
How often do the group members meet?,9,1
How often do Max and Joey run?,9,1
How often are trips made to the Persian Gulf by the interagency of the NSC?,18,1
How often are new atoms created?,8,1
How often has Christianity been the major religion?,10,1
How often are funds garnered from Congress?,9,1
When did Wallace wake up for high school?,10,0
What happens after the mindwipe takes its creation?,11,0
How often was the aid utilized?,8,1
When did they begin doing it?,8,0
For how long do the wafers ride on tracks?,11,0
When did he do the laundry?,8,0
How long did it take Pushkin to graduate from Tsarskoye Selo Lyceum?,18,0
How many times a week does he do the laundry?,12,1
How often do they visit the dog pound?,10,1
How often does the bear rest?,8,1
What happened after the 9/11 plotters planned the attack?,16,0
What happened next?,5,0
How often did the Byzantine empire document new cultural groups?,12,1
What day did the WHO discover this fact?,10,0
How often does Brewer talk about the legal system marketplace?,12,1
How often does the emperor publicly speak?,9,1
How many times was the royal family in prison?,11,1
How often did he try to drum up interest?,11,1
How many times did Billy have to reach down to blow on the hot oatmeal?,17,1
How long did it take for the Spanish to reach Jamaica?,13,0
Afterwards did Einstein and Chaplin know each other?,10,0
What happened after the exhibition opened?,8,0
How often does Mzoudi travel to other cities?,12,1
How often did Goode speak with Gorbachev?,9,1
When did he first pursue financial interests in those countries?,12,0
How often does Bailey receive awards?,8,1
What happens post evolution,5,0
How long does the king prevent them from eating?,11,0
What did the people do next?,8,0
How long did it take to chose the operatives?,11,0
How often does the judge scold someone in court?,11,1
How often was the aid utilized?,8,1
"How long it take John to read the word ""breathe""?",13,0
How long was the storm?,7,0
What did Mark do right after he found out that he became a judge?,16,0
How long did it take for Mr Barco to accept military aid?,15,0
How often are the elections?,7,1
How long has there been a rift between neighbors?,11,0
How many times did Billy have to reach down to blow on the hot oatmeal?,17,1
How often is the spelling bee held?,9,1
How long did the Emperor rule Japan?,9,0
How often do they break up?,8,1
How often are Banksy exhibitions held?,9,1
How often does a typical ship face a major storm like this?,14,1
How often are Banksy exhibitions held?,9,1
How often do Max and Joey run?,9,1
How often are trips made to the Persian Gulf by the interagency of the NSC?,18,1
What happened after he tried getting money from those countries?,12,0
How often does Peter bark?,7,1
How often does Mzoudi travel to other cities?,12,1
What does Emiliano Malaquez do after he finishes a sculpture?,14,0
When does the music start playing in the film?,11,0
Can the dermis function after the hair follicles are dead or damaged?,15,0
How often does he lay on the chair?,10,1
How long did the hearing last?,8,0
How often does Mama put the jacket in the stopbox?,13,1
What did the animals do after they got at the plant's hidden nectar?,17,0
How often did he try to drum up interest?,11,1
When did Ace fall in love with Tobio?,11,0
How often are planes hijacked?,8,1
How many times a year did the Spanish visit Jamaica?,12,1
What happened after Mr. Barco accepted the military aid?,13,0
What happens after men are lured to their downfall?,11,0
When did he jump into the pond?,9,0
How often do Max and Joey run?,9,1
How long does it take for them to answer?,11,0
How often is a warrior promoted during battle?,10,1
When did the artist finish the painting?,9,0
How often do people need to take breaths?,10,1
What happens after the nectar is produced?,9,0
How long did they enjoy under the sun?,10,0
How long was Bailey's award ceremony?,10,0
How often has Number 13 watched Seki?,12,1
How often is the meeting of NYMS held?,11,1
How often do the tenants have issues with other people?,12,1
How often are the big Norman posters requested?,10,1
What happens post evolution,5,0
What time did the exhibition open?,8,0
How often does Carl give tours?,8,1
How often does the emperor publicly speak?,9,1
When is this evolution expected,6,0
What happened after the poor went under-served?,11,0
How often is the meeting of NYMS held?,11,1
How often is the meeting of NYMS held?,11,1
When did Horton first publicly state his comfort with a multiracial society?,15,0
How long did the bear smile at the girl?,11,0
What day of the week do migrant worker receive help?,12,0
How often does Bailey receive awards?,8,1
What did the shelter do after receiving the information?,11,0
What time of day did the organization have a meeting?,12,0
How long did it take the mindwipe to take its creation?,14,0
What does the women and children do once they have immediate legal assistance services ?,16,0
How often does Bailey receive awards?,8,1
What does Emiliano Malaquez do after he finishes a sculpture?,14,0
How often do plants use energy to produce nectar?,11,1
How long does the music play in the film?,11,0
What happened after the approach was made by Landau and Lifshitz?,15,0
How long was the storm?,7,0
When did Alexander II create his plan?,9,0
How often does Deborah prepare the lettuce?,9,1
When did the French Revolution begin?,8,0
How often does Bailey receive awards?,8,1
How often has Number 13 watched Seki?,12,1
How often are planes hijacked?,8,1
How often do they visit the dog pound?,10,1
How often are plants brought to areas they don't belong?,14,1
What happened after factory began production?,8,0
How often do Max and Joey run?,9,1
How often do they lay down and enjoy the sun?,12,1
When did Ace fall in love with Tobio?,11,0
How often does the music play in the film?,11,1
How often does he look at Violet?,9,1
How often does Bailey receive awards?,8,1
How often do Oklahomans need lawyers?,10,1
Afterwards did Einstein and Chaplin know each other?,10,0
How often does the shelter have to concern themselves with hijackers.,14,1
How often are plants brought to areas they don't belong?,14,1
How long have the laws been subject to ridicule?,11,0
When did he go to bed?,8,0
What time of the day was the proposal made?,11,0
How long did it take for them to detect the target?,13,0
How long did Ahmadinejad's rants hold the media's attention?,18,0
How often do the group members meet?,9,1
What did the artist do when he finished the painting?,12,0
For how long do the wafers ride on tracks?,11,0
How often did they come?,7,1
What happens after they explain why older Oklahomans need lawyers?,14,0
How often does the gravitational potential energy work,9,1
How often do they break up?,8,1
What happened before they met?,7,0
What did the Chineese do next?,9,0
How often was an award named after the chief justice?,12,1
What happened after the spelling bee?,8,0
How often are chief executives typically replaced?,9,1
How often are they able to eat?,9,1
What happened before they met?,7,0
How many cases a month does his father work on?,12,1
When did Bailey receive their award?,8,0
What did they do after picking small puppies?,10,0
How long does it take to get immediate legal assistance services?,13,0
How often had the Iban had control of the Sarawak's coast?,16,1
How often do they study the DNA of extinct organisms?,12,1
How many times is the game played per day?,11,1
"How long does it take to make a ""captured moment"" sculpture?",15,0
What did Joe and his father do after riding in the field?,14,0
What happened next?,5,0
How often did the board members meet?,9,1
How often did he go out to play and splash?,12,1
How often did Algarve dispatch new bishops?,9,1
How often are planes hijacked?,8,1
How many times a week did Wallace go to school?,12,1
How often are plants brought to areas they don't belong?,14,1
When did court start?,6,0
How often is the meeting of NYMS held?,11,1
How often did Goode speak with Gorbachev?,9,1
How often does he perform in TV shows?,10,1
How often does a typical ship face a major storm like this?,14,1
How often do they play a game with Quack ?,12,1
How often does he visit the tomb?,9,1
How long did he try to get money from those countries?,13,0
What happens after the mindwipe takes its creation?,11,0
How many times will the plan be spoken for the week it's released?,17,1
How often are elections held?,7,1
What happened after the operatives were chosen?,9,0
How often did Algarve dispatch new bishops?,9,1
What happens after they get together?,8,0
How long does the music play in the film?,11,0
How often does Bailey receive awards?,8,1
How often does Bailey receive awards?,8,1
How often does Deborah prepare the lettuce?,9,1
How long did the elections take?,8,0
What happens after men are lured to their downfall?,11,0
How many times will the plan be spoken for the week it's released?,17,1
How often is the spelling bee held?,9,1
What happened after he left the pond?,9,0
How long did he try to get money from those countries?,13,0
How often does Bailey receive awards?,8,1
For how long did the poor remain under-served?,12,0
When did Alexander II create his plan?,9,0
How often does Lennon's father leave him?,11,1
At what time of day was Seki killed?,11,0
When did Lennon's father return?,9,0
How often are planes hijacked?,8,1
How often does she order vegetables and flowers?,10,1
How often are judges elected,6,1
What happened after they clapped her shoulder?,9,0
How long did Gorbachev's campaign last?,10,0
How long was the storm?,7,0
At what time do the wafers get placed on tracks?,12,0
How often does Ahmadinejad rant on television?,11,1
What does Emiliano Malaquez do after he finishes a sculpture?,14,0
How often did he try to drum up interest?,11,1
How often does he make this argument?,9,1
How often does Bailey receive awards?,8,1
How often did the Byzantine empire document new cultural groups?,12,1
What did Lennon do after he left?,9,0
"How often do Pompey, Julius Caesar, and Augustus visit the tomb?",15,1
How often does the WHO find out facts about the population?,13,1
How long did it take the Assakenians to get to the fortress?,16,0
How many years did Atta live with his parents?,11,0
How often did they come?,7,1
How often do they study the DNA of extinct organisms?,12,1
How often does he look at Violet?,9,1
How long did Ahmadinejad's rants hold the media's attention?,18,0
How often are elections held?,7,1
How long was Hall in office?,8,0
What happened after he looked at Violet?,9,0
When did Bailey receive their award?,8,0
How long has there been a rift between neighbors?,11,0
What happened after Islam became popular in the region?,11,0
How often does he consider confronting people?,9,1
How often are trips made to the Persian Gulf by the interagency of the NSC?,18,1
How often does Ahmadinejad rant on television?,11,1
How often does Peter bark?,7,1
How often did the 9/11 attack occur?,13,1
How many times a year did the Spanish visit Jamaica?,12,1
How many times in a human's life the dermis regenerate itself?,16,1
How often are units added?,7,1
How often does Mama put the jacket in the stopbox?,13,1
How often are new atoms created?,8,1
What happened after Max and Joey ran the fields?,11,0
How long did it take to count the votes,10,0
How often can one apply for immediate legal assistance services ?,12,1
How often are judges elected,6,1
How often did Cathy think about this issue?,10,1
What day did Islam emerge as the majority religion?,11,0
What happened after factory began production?,8,0
What did Puskin do next?,8,0
How long would he splash and play for?,10,0
How long does it take Deborah to wash and prepare the lettuce?,14,0
How often are funds garnered from Congress?,9,1
What day of the week do migrant worker receive help?,12,0
How often are judges elected,6,1
How often did Goode speak with Gorbachev?,9,1
How often do people conceal who they truly are?,11,1
How often does he look at Violet?,9,1
How often does he perform in TV shows?,10,1
How often is a greenmunk seen in a sheen of solid air?,15,1
How often do they evolve,6,1
How long does it take him to build a fire?,12,0
How often does Deborah prepare the lettuce?,9,1
What time was the prince saved?,8,0
"After buying the house, how long did it take the owners to notice the room?",18,0
How long did the bidding last?,8,0
How often do lunar eclipse happen?,8,1
How often do Max and Joey run?,9,1
How often did he try to drum up interest?,11,1
When did Lennon's father return?,9,0
"How often do Pompey, Julius Caesar, and Augustus visit the tomb?",15,1
How often do people come to the store ?,10,1
How often are the big Norman posters requested?,10,1
When did the bear smile at the girl?,10,0
What happened after the approach was made by Landau and Lifshitz?,15,0
How often was the aid utilized?,8,1
What did the artist do when he finished the painting?,12,0
How often does the animal collect from a single flower,11,1
How long did the artist take to paint the picture?,12,0
When did Ace fall in love with Tobio?,11,0
How often does Brewer talk about the legal system marketplace?,12,1
What will happen next?,6,0
What happens after the mindwipe takes its creation?,11,0
What happened after the approach was made by Landau and Lifshitz?,15,0
When did the hearing begin?,7,0
How often had the Iban had control of the Sarawak's coast?,16,1
How many times in a human's life the dermis regenerate itself?,16,1
How many times a year did the Spanish visit Jamaica?,12,1
What time did Malaquez receive the parcel?,10,0
How often has Number 13 watched Seki?,12,1
How often do people conceal who they truly are?,11,1
What time did the exhibition open?,8,0
How often does Judge Thornton issue rulings?,9,1
When did Tumble eat the oatmeal?,8,0
How often did changes occur?,7,1
When do the properties of matter change?,9,0
How often does Bailey receive awards?,8,1
What time of day does the emperor most likely wake up?,13,0
What did Mark do right after he found out that he became a judge?,16,0
How long does Joey need to soak in water?,11,0
When was the movie released?,7,0
How often is a greenmunk seen in a sheen of solid air?,15,1
How long was she in college?,8,0
What did Puskin do next?,8,0
What did the attendees of the meeting do after it concluded?,13,0
What did the bear do later?,8,0
How often does the music play in the film?,11,1
How often do people come to the store ?,10,1
How long did it take the mindwipe to take its creation?,14,0
How long was the chief justice in standing?,10,0
How many poems has Pushkin published in total?,10,1
What did the artist do when he finished the painting?,12,0
How often does the coastal trade take place in Melaka?,13,1
How often did Algarve dispatch new bishops?,9,1
How often did people write to President Roosevelt?,10,1
How long did they laugh?,7,0
How often did the board members meet?,9,1
How long has there been a rift between neighbors?,11,0
What happens after they explain why older Oklahomans need lawyers?,14,0
How often has Number 13 watched Seki?,12,1
How often does Deborah prepare the lettuce?,9,1
"How often do Pompey, Julius Caesar, and Augustus visit the tomb?",15,1
What happened after King Louis XIV died?,9,0
How often are trips made to the Persian Gulf by the interagency of the NSC?,18,1
How often did Cathy think about this issue?,10,1
How often do the tenants have issues with other people?,12,1
When did the spelling bee take place?,9,0
How often does Lennon's father leave him?,11,1
"How long it take John to read the word ""breathe""?",13,0
How long did the Emperor rule Japan?,9,0
How many times per week is the approach used?,11,1
How often does he lay on the chair?,10,1
How often does Bailey receive awards?,8,1
How often was the aid utilized?,8,1
At what age did Pushkin graduate from Tsarskoye Selo Lyceum?,16,0
What time of the day does he start work?,11,0
How long does it take for her to meet with the stranger?,14,0
When did they clap her shoulder?,8,0
What did Mary do after turning around?,9,0
How often does the WHO find out facts about the population?,13,1
How many cases a month does his father work on?,12,1
How often will they clap someone's shoulder?,11,1
What happened after the corpse was found?,9,0
What day did Islam emerge as the majority religion?,11,0
What time did the turtle see Billy?,9,0
How long did it take to become standard?,10,0
How often do they evolve,6,1
When did she order them?,7,0
How often do they break up?,8,1
How many times per week is the approach used?,11,1
How often does the shelter have to concern themselves with hijackers.,14,1
Which year did Mzoudi study in Dortmund ?,11,0
How long did it take for the WHO to find that fact?,14,0
How often can one apply for immediate legal assistance services ?,12,1
How often do they break up?,8,1
How often is the meeting of NYMS held?,11,1
How often did the 9/11 attack occur?,13,1
How many times per week is the approach used?,11,1
How often did people write to President Roosevelt?,10,1
How often are they able to eat?,9,1
How often will they make the journey?,9,1
How long does it take him to build a fire?,12,0
What time was the prince saved?,8,0
How often were the grants issued?,8,1
How often do they visit the dog pound?,10,1
What did John do after opening the letter?,10,0
How often did people write to President Roosevelt?,10,1
How often did they think of each other?,10,1
When did they clap her shoulder?,8,0
How often are elections held?,7,1
What happened after the corpse was found?,9,0
When did Brewer talk?,6,0
How often do Max and Joey run?,9,1
How long did the Emperor rule Japan?,9,0
How often was an award named after the chief justice?,12,1
What time did they begin the journey?,9,0
How often does Bailey receive awards?,8,1
How many times per week is the approach used?,11,1
How often does he visit the tomb?,9,1
What time do the elections occur?,8,0
How long did it take for differences to become apparent?,12,0
What happens after Billy answers in a loud voice?,11,0
When is this evolution expected,6,0
How often are alien corpse's found?,10,1
What happened after the exhibition opened?,8,0
What happens after they explain why older Oklahomans need lawyers?,14,0
How many times did Billy have to reach down to blow on the hot oatmeal?,17,1
How often does the animal collect from a single flower,11,1
How long did it take for the WHO to find that fact?,14,0
How often does he lay on the chair?,10,1
How often were the grants issued?,8,1
How often do they visit the dog pound?,10,1
What happened after Islam became popular in the region?,11,0
How often do the laws become standard practice in a state?,13,1
What time of the day was the proposal made?,11,0
How often does the music play in the film?,11,1
At what time do the wafers get placed on tracks?,12,0
How many times a week does the average scientist read his theory?,14,1
How often does he light fires?,8,1
How often does Ahmadinejad rant on television?,11,1
When did Clinton arrive in Pakistan?,8,0
How often can one apply for immediate legal assistance services ?,12,1
What happens after men are lured to their downfall?,11,0
How often will the factory be employing people?,10,1
What did Pushkin do after his graduation?,9,0
How long did it take to become standard?,10,0
How long were the  government officials concerned with terrorists?,12,0
How often do lunar eclipse happen?,8,1
How often do people come to the store ?,10,1
Which year did the TV show in which he starred release?,13,0
How often do Muslims take arms?,8,1
How often did she meet with the stranger?,10,1
How long did the tour last?,8,0
How often are people confused at the courthouse?,10,1
How long did Muhammad Iqbal consider his proposal?,10,0
At what age did Pushkin graduate from Tsarskoye Selo Lyceum?,16,0
What happened after word spread of the royal family being imprisoned?,13,0
When did the hearing begin?,7,0
How often did the 9/11 attack occur?,13,1
How often did Algarve dispatch new bishops?,9,1
How often are people confused at the courthouse?,10,1
When was the Predator first talked about by the President?,12,0
What did he do after the TV show's failure?,13,0
How long did the bear smile at the girl?,11,0
What does the women and children do once they have immediate legal assistance services ?,16,0
How often are they able to eat?,9,1
What happened before they met?,7,0
How long has Frank's father been an alcoholic?,12,0
How often does the emperor publicly speak?,9,1
How often did Algarve dispatch new bishops?,9,1
How many times will the plan be spoken for the week it's released?,17,1
How often do the group members meet?,9,1
What time did the robbery occur?,8,0
How long was Seki being watched by Number 13?,14,0
How often did they come?,7,1
How often are planes hijacked?,8,1
How long did the artist take to paint the picture?,12,0
How often do people conceal who they truly are?,11,1
What day did Islam emerge as the majority religion?,11,0
How often does Mama put the jacket in the stopbox?,13,1
At what time of day was Seki killed?,11,0
How long did the artist take to paint the picture?,12,0
How long did they laugh?,7,0
What happened after the poor went under-served?,11,0
What did he do after the TV show's failure?,13,0
How often is a greenmunk seen in a sheen of solid air?,15,1
